var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,var19,var20,var21,var22,var23,var24,var25,var26,var27,var28,var29,var30,var31,var32,var33,var34,var35,var36,var37,var38,var39,var40,var41,var42,var43,var44,var45,var46,var47,var48,var49,var50,var51,var52,var53,var54,var55,var56,var57,var58,var59,var60,var61,var62,var63,var64,var65
56,22,37,91,86,91,61,89,33,46,75,90,2,60,22,8,65,81,20,90,76,79,28,72,6,94,55,5,82,81,41,8,69,11,39,42,9,20,63,25,25,44,63,18,54,85,74,51,84,38,58,9,93,54,33,1,53,38,50,86,3,52,84,59,4
71,68,47,23,92,96,86,15,47,35,58,61,27,83,39,4,63,62,58,25,14,74,41,92,16,31,100,86,14,3,49,52,61,66,11,43,30,55,45,1,59,22,87,31,52,35,50,42,3,94,90,11,80,39,40,89,74,97,5,53,83,79,70,93,79
86,17,78,9,29,67,33,17,99,69,50,66,64,28,55,10,2,61,43,14,33,100,55,2,25,8,65,33,11,74,32,93,6,94,50,69,83,46,100,44,44,54,16,5,17,69,32,6,91,32,75,34,95,24,24,89,88,64,70,89,25,93,33,82,19
49,68,14,80,23,48,72,61,1,68,48,60,60,87,45,100,90,97,70,60,88,17,72,1,18,71,61,44,46,97,75,49,4,59,12,13,82,32,77,55,90,6,40,40,74,13,35,87,27,15,84,80,38,32,36,21,24,14,57,69,17,2,16,88,67
83,67,33,82,84,57,45,2,39,42,44,12,97,84,94,43,29,59,2,85,94,92,37,59,64,93,79,10,8,91,100,13,20,62,3,51,81,33,12,37,14,36,53,25,42,69,49,26,41,41,94,97,63,60,45,46,84,98,9,44,90,56,87,59,46
10,12,83,62,76,52,70,90,37,44,18,9,70,49,92,71,97,61,55,62,68,61,79,67,66,53,2,84,32,12,17,18,33,91,20,65,73,1,60,53,46,18,30,14,58,37,49,96,83,0,84,33,93,79,25,46,52,58,94,70,92,43,65,81,98
52,69,14,11,79,66,14,7,27,52,18,28,14,19,47,97,50,9,10,71,94,100,7,47,98,68,18,31,66,31,76,57,8,47,2,43,8,63,71,99,61,39,25,18,12,18,74,58,44,92,94,21,97,17,36,66,27,73,80,91,37,80,13,63,97
20,15,88,90,31,9,42,26,33,64,96,46,63,84,96,80,26,33,4,88,32,51,34,48,84,52,87,81,94,7,6,2,91,23,8,66,96,17,22,3,28,29,95,0,91,22,27,86,84,5,25,67,99,9,21,43,80,41,95,84,38,70,34,81,16
17,74,51,40,65,99,48,13,85,16,37,16,30,98,85,22,7,71,71,40,38,93,87,51,36,69,23,69,47,80,26,1,44,10,100,57,6,77,8,67,21,77,25,74,4,37,13,40,65,70,6,15,89,30,73,44,63,64,21,70,1,69,13,35,79
11,68,8,66,33,65,53,12,20,13,18,85,81,25,13,51,13,80,82,56,0,27,47,92,55,43,37,100,21,76,37,36,95,68,89,28,22,66,68,4,36,96,12,34,11,94,69,44,41,56,100,1,51,57,76,98,38,20,14,50,2,43,93,28,1
85,99,30,73,32,54,13,69,11,40,96,86,21,4,39,77,94,56,14,67,85,65,32,46,19,56,49,45,62,52,32,17,8,5,42,26,46,96,84,61,33,88,1,58,55,77,35,42,40,25,84,10,95,14,33,100,81,52,7,95,8,15,8,48,68
94,49,27,60,95,7,1,50,13,81,100,81,2,36,77,68,24,41,23,43,55,52,24,57,36,73,30,61,100,93,70,34,51,90,79,76,12,70,49,30,83,1,32,10,97,16,28,67,63,43,9,99,98,34,33,5,47,79,91,18,83,20,32,91,47
44,61,4,0,14,45,100,1,4,21,85,26,81,77,11,68,33,42,92,62,34,52,63,43,50,77,54,20,33,58,5,1,24,96,65,1,71,21,65,85,27,40,96,22,53,94,83,60,94,52,12,73,40,32,89,98,60,4,74,29,14,43,32,27,31
30,8,60,51,3,48,71,81,42,28,68,94,77,51,97,73,69,39,37,81,76,89,76,51,25,25,30,45,54,11,73,73,7,14,41,74,30,99,19,82,26,99,83,15,5,40,6,80,90,26,46,14,98,5,53,21,96,99,88,34,25,14,43,72,22
41,85,24,72,59,14,64,85,48,97,70,57,39,87,48,9,44,88,29,84,12,54,41,95,49,42,97,26,28,18,37,60,42,57,50,15,50,63,60,68,94,99,62,39,83,51,73,54,100,87,52,45,62,83,96,59,40,39,86,79,65,37,27,92,93
78,87,18,96,13,52,43,36,20,81,19,54,66,100,86,34,51,15,3,75,96,6,55,63,71,38,57,23,84,64,30,2,31,81,15,89,69,69,31,59,45,30,24,86,59,84,1,75,85,69,100,88,46,2,10,95,37,94,70,84,50,100,58,30,37
88,34,34,38,22,92,43,38,48,27,41,88,98,87,12,54,86,65,73,47,81,95,69,30,83,95,77,76,22,88,19,21,38,89,62,96,31,22,93,66,29,62,33,85,16,46,85,29,52,73,75,47,93,59,24,23,23,8,85,31,40,95,11,19,71
82,60,94,39,36,1,62,40,92,39,17,47,23,31,44,54,86,31,18,16,28,11,67,15,75,70,59,93,66,84,99,34,40,56,56,83,76,71,90,39,67,17,16,56,96,83,49,20,69,66,63,82,6,72,84,54,65,14,59,85,8,8,32,67,44
62,71,46,89,19,67,38,38,56,4,29,61,48,11,60,65,48,98,77,20,7,10,22,56,80,27,81,66,18,26,85,36,63,35,30,33,99,20,55,64,33,17,94,35,61,66,94,14,20,37,68,66,12,72,95,25,66,83,55,57,6,50,72,43,61
23,46,98,87,1,46,94,94,21,84,82,12,36,34,29,5,91,12,8,29,93,9,53,9,24,57,40,24,22,56,3,31,32,24,46,24,2,8,50,38,74,100,8,10,72,65,84,60,60,65,22,22,10,51,42,40,3,54,44,77,2,98,68,91,79
52,15,41,22,21,92,19,40,9,91,35,54,95,26,45,59,63,10,2,67,75,94,66,77,95,94,4,93,82,77,33,88,84,72,97,54,5,38,97,47,47,47,37,71,38,43,34,40,26,90,30,8,66,88,39,49,89,14,3,2,31,45,82,34,4
58,37,40,55,75,87,78,97,82,85,11,81,14,97,56,67,60,22,26,96,96,80,87,32,49,9,25,83,99,2,67,65,33,4,17,82,53,57,62,4,43,8,53,87,84,61,3,49,10,36,71,31,84,61,74,81,20,88,64,45,68,96,24,9,22
74,67,22,92,74,98,32,46,95,50,97,24,93,64,41,90,33,0,81,44,5,73,69,60,98,9,26,26,33,58,33,8,30,92,31,32,9,26,71,70,56,30,26,25,32,26,78,36,87,97,2,91,0,7,17,22,92,13,38,65,94,1,36,89,78
27,53,48,3,90,51,74,64,69,34,92,71,2,69,86,27,66,98,16,69,94,42,68,76,25,69,8,20,25,70,85,74,83,39,38,72,53,68,24,70,65,3,12,2,27,75,100,99,73,84,10,34,72,36,80,43,17,94,96,100,6,15,18,93,65
59,99,77,92,84,93,11,85,25,7,87,3,99,11,60,56,98,94,77,95,59,55,56,63,100,30,15,7,97,59,74,4,15,44,6,91,20,20,88,6,38,18,20,24,46,29,75,27,88,74,4,11,99,45,17,89,60,57,65,70,27,44,45,27,26
49,95,53,95,95,46,25,91,34,63,98,66,40,87,65,33,42,11,70,45,1,68,17,84,33,62,8,25,50,56,12,44,49,71,53,61,43,12,70,33,54,25,37,87,62,88,10,98,48,24,92,56,75,3,46,85,23,66,78,73,36,97,20,19,56
12,32,85,76,65,1,43,72,13,33,26,70,38,53,44,43,17,20,4,65,31,49,48,85,77,57,93,40,29,20,19,79,98,8,91,17,62,87,100,2,53,5,7,2,16,61,71,0,38,30,94,2,13,67,0,52,80,59,66,53,87,95,92,59,11
34,34,7,25,91,92,43,2,13,50,57,64,22,39,21,64,89,82,32,38,93,58,83,82,88,23,20,55,62,44,81,20,76,13,55,98,17,2,38,96,76,34,4,88,67,42,64,100,42,0,62,100,52,36,5,83,86,19,60,5,62,8,12,55,1
37,9,11,64,52,1,9,79,61,56,82,89,48,76,88,74,3,75,87,3,18,35,22,82,98,52,29,17,28,78,48,48,11,31,13,77,44,28,33,55,72,67,9,95,13,64,26,7,2,64,97,15,35,36,14,64,79,90,63,61,49,10,66,86,25
71,71,59,12,58,65,3,63,61,59,90,12,23,36,37,56,84,5,59,47,73,98,25,0,18,72,26,23,2,17,28,25,85,65,64,38,58,97,53,56,53,57,64,94,82,83,56,90,31,1,97,24,57,11,20,19,99,11,84,7,10,19,77,90,79
56,38,61,34,90,42,40,22,97,63,6,14,50,1,48,54,57,31,81,19,79,96,83,31,81,86,4,95,98,17,3,37,14,88,5,60,43,5,18,74,18,14,98,37,64,63,75,13,12,60,30,91,12,21,5,14,58,70,88,84,24,76,63,63,18
75,89,66,13,84,62,63,87,79,13,15,13,0,34,0,65,4,22,60,30,86,30,68,0,24,1,15,11,78,94,54,88,73,91,67,43,14,33,19,31,13,67,76,45,12,42,71,39,26,20,82,0,61,9,76,9,93,48,27,42,93,98,81,40,56
51,39,96,40,76,54,67,6,30,58,18,53,87,78,84,56,24,60,87,32,47,17,9,18,85,80,70,82,61,58,87,36,64,78,41,33,41,13,5,10,25,57,27,82,6,15,69,93,84,93,11,18,49,55,83,0,43,26,44,17,83,26,51,39,68
95,85,100,81,60,4,67,90,8,30,86,28,35,21,41,84,81,64,61,89,33,0,47,67,68,75,78,48,70,55,88,9,6,41,65,91,71,63,34,26,18,9,18,0,86,49,89,63,25,76,26,35,58,1,3,16,9,66,96,80,80,73,71,24,64
99,23,84,39,95,29,49,29,30,8,98,28,85,17,32,100,76,15,60,59,32,51,82,42,27,22,11,58,71,52,22,4,64,39,4,89,93,58,66,84,43,65,3,89,42,19,72,69,50,76,28,89,76,93,60,31,47,86,96,93,71,28,93,88,96
33,94,87,68,15,47,36,51,71,68,39,83,77,49,50,24,39,13,78,13,49,82,47,49,65,44,8,89,36,10,22,84,39,13,7,71,39,9,21,73,98,71,39,33,93,89,79,61,24,17,7,67,37,32,12,46,94,90,61,69,8,68,28,8,84
21,18,43,88,21,89,75,28,35,27,83,11,59,75,3,36,23,9,85,54,4,67,20,34,94,56,87,42,24,52,46,12,1,52,49,55,22,7,80,83,87,33,74,64,87,60,31,84,7,11,99,54,72,7,24,63,1,26,89,72,83,73,95,73,61
67,68,89,52,75,52,35,31,64,55,74,62,63,8,72,71,57,25,14,74,14,85,50,7,99,65,76,11,71,55,61,38,11,35,4,58,60,24,65,8,27,66,36,79,78,1,46,60,30,29,2,22,16,83,2,61,96,43,66,43,92,89,96,89,47
2,65,14,21,35,69,66,9,74,72,14,15,23,63,42,67,97,53,86,27,84,21,57,19,25,41,32,63,38,81,51,59,37,51,37,21,77,73,37,100,22,15,37,92,83,68,82,72,93,38,3,30,8,99,87,73,27,93,61,28,23,91,9,9,48
46,58,29,90,95,98,95,71,40,43,48,70,91,58,37,23,61,39,48,99,26,47,52,53,56,77,93,20,19,44,55,100,88,6,100,3,2,67,93,44,52,4,38,68,75,100,65,17,31,82,46,9,33,83,36,29,29,38,6,7,36,28,73,53,95
81,12,46,89,25,98,96,61,83,49,3,26,71,58,77,83,42,70,100,38,17,56,17,39,61,47,67,22,2,69,5,70,46,41,70,66,41,8,27,46,50,47,66,63,84,15,68,97,84,7,98,13,73,17,78,63,27,89,98,43,68,29,8,8,68
52,66,14,52,3,94,28,85,34,52,56,0,29,75,15,90,47,77,61,11,75,10,17,3,60,40,60,85,28,84,95,37,49,12,37,84,78,33,12,19,43,14,1,12,60,48,39,28,26,40,29,43,83,33,65,38,16,29,100,4,7,74,97,32,36
50,33,8,6,40,61,56,58,65,34,89,54,100,12,92,71,60,27,29,41,59,21,18,36,92,19,30,48,71,50,68,44,3,4,54,6,4,10,17,88,82,19,8,62,60,84,19,14,56,54,72,63,90,67,6,68,30,80,81,8,48,9,54,69,96
36,35,2,97,47,85,15,64,55,84,90,83,98,96,78,59,1,93,4,0,85,8,15,57,70,6,70,6,56,71,40,82,83,87,33,45,53,52,88,81,71,12,72,93,94,84,44,40,90,59,55,82,74,65,29,26,45,68,32,1,18,44,86,99,85
33,78,94,1,64,55,3,31,31,80,52,4,63,34,27,84,37,71,55,75,81,62,41,1,6,69,69,75,21,91,4,95,23,20,3,7,50,45,74,75,15,37,47,27,92,56,26,54,28,41,32,100,35,51,95,72,60,21,48,77,39,73,98,58,46
3,62,37,100,0,52,91,27,58,34,16,76,99,50,71,61,2,43,57,7,12,38,35,32,78,8,30,16,20,62,92,57,55,67,96,84,71,71,46,18,11,27,8,90,2,43,31,80,98,48,23,30,24,80,95,31,33,100,70,28,91,80,65,12,28
73,66,36,95,55,76,15,53,41,62,21,38,60,34,30,70,66,17,50,73,30,92,31,83,37,5,1,10,64,14,98,12,62,58,60,30,53,94,68,76,67,29,32,38,65,95,93,72,51,57,42,56,42,14,63,10,30,91,49,14,73,21,75,27,96
37,57,42,4,21,87,34,46,71,33,16,6,99,99,68,34,7,59,71,30,33,87,2,59,57,25,90,6,97,54,6,59,62,39,30,45,19,94,56,82,97,63,0,69,83,39,9,83,66,61,77,22,30,75,70,9,50,39,96,6,77,90,95,14,79
64,87,41,79,78,16,42,61,37,34,15,2,43,7,39,93,35,94,48,90,22,40,100,96,71,76,17,64,22,9,2,39,21,32,20,87,8,31,8,11,25,13,13,31,24,3,22,13,93,62,10,82,11,33,57,56,78,94,77,31,51,59,89,98,15
96,76,96,34,66,61,54,55,60,67,33,39,84,5,4,85,8,65,31,71,45,70,26,42,3,24,3,73,15,52,34,32,15,75,77,85,56,74,22,3,94,34,91,83,64,8,64,16,14,19,74,12,47,84,65,26,90,8,17,90,74,77,50,100,2
93,47,54,97,23,87,82,79,25,46,63,56,88,90,87,47,31,93,98,8,42,12,38,64,24,5,32,35,20,63,65,38,25,14,43,67,80,75,53,72,90,9,16,50,34,70,61,74,46,44,87,99,84,12,100,15,61,43,3,30,50,26,72,26,53
100,80,36,80,58,21,22,89,58,39,80,51,23,85,60,41,58,50,22,60,59,71,87,69,19,54,51,43,49,90,1,2,75,41,37,59,66,50,63,50,7,4,19,1,38,38,43,22,82,74,96,4,84,37,77,29,69,28,61,54,1,32,33,34,2
85,81,1,26,24,95,25,38,76,77,56,89,40,18,1,75,80,41,45,7,59,57,22,95,79,78,48,61,86,43,6,29,36,80,67,35,95,47,54,33,48,23,92,74,60,27,38,6,52,93,84,22,62,38,43,8,75,80,31,61,81,46,100,61,1
39,41,16,7,40,58,66,63,61,95,62,39,91,86,28,91,18,1,31,40,42,39,93,48,49,81,41,1,8,17,2,24,96,60,83,79,27,29,16,11,70,87,55,56,98,80,4,27,37,89,72,86,70,79,64,88,54,46,16,6,1,3,71,62,76
15,72,41,44,34,78,58,47,66,33,20,99,88,16,26,80,8,66,27,31,64,46,82,78,1,87,78,48,19,65,82,100,78,12,61,35,41,48,19,19,16,60,56,64,100,1,89,34,36,58,92,57,2,12,87,60,3,7,79,3,68,86,51,41,37
24,75,5,53,66,11,72,63,48,19,56,92,45,6,49,41,43,7,70,58,28,32,57,53,26,3,89,92,58,47,84,87,72,69,65,49,24,86,85,99,0,54,99,67,55,70,32,96,59,52,78,49,3,92,71,21,55,19,2,95,2,28,87,49,93
76,28,36,36,19,54,37,19,2,14,13,92,97,4,99,84,0,6,67,41,100,40,43,62,53,59,95,34,33,86,12,33,15,41,49,0,17,88,69,41,14,62,35,31,38,5,65,57,75,60,72,6,16,49,17,90,21,100,16,13,62,60,72,81,100
54,55,46,94,44,79,27,81,32,16,22,45,54,64,32,36,51,61,26,24,85,86,40,46,73,33,51,78,78,93,17,96,9,53,68,59,2,80,4,8,81,44,13,40,41,46,98,73,53,69,73,3,37,38,66,6,26,78,32,33,26,39,53,36,85
68,88,75,83,8,27,89,47,59,76,76,46,59,85,57,79,62,5,57,31,13,38,10,60,30,14,100,41,49,24,84,55,27,85,79,60,89,27,6,69,13,23,79,43,94,32,21,78,75,81,59,25,49,82,1,47,5,43,18,0,50,97,66,68,42
47,97,28,53,22,80,85,68,10,36,58,82,20,33,4,16,65,81,44,100,82,5,17,92,69,12,78,21,22,100,11,71,97,70,74,42,5,13,69,85,71,51,62,2,70,78,23,9,96,25,84,63,94,41,60,52,28,46,6,18,83,2,92,11,33
37,15,33,37,96,67,4,86,85,36,4,19,59,52,71,86,45,11,36,16,45,56,16,89,86,49,91,58,82,52,99,46,82,90,51,68,45,58,17,83,67,98,96,70,98,15,95,35,51,85,42,27,25,86,37,52,17,11,85,75,89,42,26,39,64
76,59,58,8,7,3,81,0,5,67,53,53,13,18,46,92,95,17,98,38,81,25,7,15,91,64,26,98,72,34,24,25,68,96,94,9,16,78,35,5,8,46,0,31,83,84,98,46,87,18,65,35,8,9,66,23,75,29,20,60,81,26,44,7,8
11,74,18,76,50,18,58,39,54,96,82,47,60,87,68,84,10,66,87,27,71,41,21,88,19,57,5,21,5,53,55,50,55,32,74,87,39,89,77,85,88,89,50,11,90,85,11,14,50,15,18,85,54,33,72,29,60,98,75,58,24,100,62,34,93
62,4,74,66,78,61,50,70,36,36,45,60,53,80,24,95,10,43,20,4,18,82,71,18,6,13,12,65,0,22,63,17,46,88,78,73,84,44,77,26,71,61,64,6,9,76,74,63,27,43,98,48,19,12,87,77,34,37,11,54,7,64,1,5,55
67,99,19,36,19,82,87,5,8,64,21,71,63,0,99,15,90,99,2,31,27,71,87,72,66,72,37,55,21,94,71,28,6,60,74,80,7,94,3,25,68,85,56,99,46,62,69,33,20,82,85,80,48,57,57,29,31,67,94,32,89,32,86,67,20
99,95,42,52,84,6,47,26,100,16,97,58,16,70,88,23,39,88,66,45,0,5,30,37,95,86,52,91,87,62,0,58,71,22,91,69,32,90,53,5,61,5,71,53,15,85,60,86,25,0,85,24,22,9,37,82,70,11,49,74,88,32,79,55,29
97,68,8,88,38,66,17,67,40,2,23,57,59,59,23,40,14,22,38,74,23,29,68,5,58,95,90,28,5,94,42,87,57,74,89,64,56,33,27,2,56,62,54,1,45,1,76,90,78,25,61,99,43,95,86,2,93,60,10,16,4,38,4,14,33
13,55,46,53,62,34,60,44,50,23,10,42,67,4,96,9,89,49,22,29,61,54,78,47,80,24,76,71,82,41,63,82,63,79,51,28,60,90,48,37,93,71,93,14,70,57,22,5,27,92,61,2,84,77,33,24,56,66,39,63,83,10,84,67,18
81,15,20,94,72,24,55,8,15,48,44,96,18,33,43,41,61,70,52,59,92,30,88,59,95,56,36,11,7,8,58,24,76,11,80,68,45,61,22,82,62,62,61,14,80,20,18,92,22,27,89,6,86,96,84,33,67,13,40,96,98,99,82,25,88
8,99,93,34,58,27,61,57,2,40,37,18,38,0,72,24,18,61,41,9,11,39,88,91,51,82,52,14,93,28,70,99,19,47,58,30,33,5,9,42,16,49,26,83,21,30,25,1,20,52,50,7,88,80,26,40,94,81,73,28,31,54,77,60,5
31,93,3,80,55,11,24,18,88,67,54,62,3,64,68,56,2,34,22,46,38,94,48,74,13,62,49,13,38,65,63,88,59,81,45,28,64,7,12,25,88,59,56,9,89,16,8,89,100,19,62,40,77,36,64,33,85,9,77,21,68,22,66,61,26
31,82,92,5,33,20,41,68,27,60,30,78,32,86,16,94,38,28,74,4,5,49,79,80,56,21,31,36,69,5,27,96,69,74,85,16,15,56,96,59,21,76,58,27,92,65,89,58,38,14,81,49,6,99,95,63,83,43,64,27,13,44,65,80,30
65,97,79,82,64,44,78,5,20,73,28,36,89,83,67,34,26,54,99,75,15,47,93,27,90,3,40,6,18,94,23,7,66,64,96,55,76,18,91,65,39,72,54,54,32,76,21,27,63,44,80,47,94,16,63,0,98,67,66,95,66,40,36,31,76
34,74,77,35,47,83,33,63,28,82,84,49,51,99,17,54,19,45,19,88,100,46,26,18,60,11,66,64,54,43,88,14,75,70,79,68,11,81,84,97,40,13,96,71,85,67,5,66,70,10,32,85,44,45,15,5,79,90,79,22,42,96,90,53,86
35,34,98,13,11,3,41,24,0,30,38,13,22,64,97,45,55,85,84,62,82,38,16,71,1,60,92,6,17,33,68,40,34,67,78,78,84,24,37,56,1,35,80,79,61,80,1,86,74,91,3,9,3,81,52,44,62,33,92,31,91,46,30,97,49
57,75,61,29,1,36,5,54,15,56,19,80,21,9,22,23,40,1,20,14,82,65,16,81,22,83,51,81,97,4,42,6,27,50,6,87,76,64,49,27,93,92,89,82,72,18,27,64,17,27,84,86,17,18,14,68,99,59,56,1,51,63,8,68,50
99,40,89,37,37,7,53,29,82,52,56,94,51,68,22,14,52,55,88,62,42,52,28,24,91,20,63,46,78,72,2,70,5,58,98,56,27,57,78,5,50,52,93,40,64,100,4,39,2,46,91,38,52,61,40,58,52,89,91,5,87,80,99,85,33
94,97,15,94,26,30,48,76,20,13,37,37,80,91,93,21,69,11,73,44,27,57,12,77,10,97,98,41,63,61,25,78,55,8,30,47,92,16,92,43,89,19,40,52,54,90,79,13,87,1,19,86,88,49,85,38,33,16,15,7,72,68,51,82,15
61,73,69,57,46,84,58,53,80,28,55,89,19,63,89,90,3,49,49,46,95,63,36,61,11,61,92,47,77,16,21,49,54,17,18,21,37,2,83,49,20,0,80,69,79,58,73,51,61,69,51,62,89,26,87,35,97,66,57,38,6,87,46,100,88
75,39,27,48,21,62,7,87,83,19,95,33,70,8,62,89,23,87,8,48,43,28,18,75,6,38,3,61,13,81,71,70,43,65,25,45,37,24,87,77,55,59,10,45,79,36,34,91,30,21,27,79,73,17,16,28,23,88,1,99,32,38,8,15,85
28,21,58,5,67,38,85,6,63,50,96,3,72,37,63,30,66,37,8,61,22,20,22,31,18,6,83,18,60,5,72,70,15,33,44,74,99,76,79,33,75,42,94,73,49,48,45,92,36,30,92,95,21,89,92,65,20,35,90,65,30,22,1,31,78
87,48,34,12,31,98,81,65,58,63,28,89,87,82,87,24,85,58,57,100,22,21,65,67,53,12,29,50,70,24,45,9,84,97,94,67,86,66,43,5,0,44,49,82,7,49,56,33,81,90,81,97,56,64,84,76,18,81,42,35,97,57,50,43,52
19,91,9,98,98,20,60,11,12,58,22,19,31,15,6,100,63,100,2,15,84,10,0,89,21,18,1,100,73,64,67,66,63,86,26,35,59,3,94,48,25,54,94,77,97,12,24,67,73,99,83,16,7,84,26,31,40,80,17,21,54,52,36,12,7
31,72,46,78,46,64,59,75,97,40,34,87,56,95,77,22,21,4,39,92,98,76,87,58,10,74,34,59,68,33,15,90,95,40,54,73,0,44,93,97,80,94,14,6,87,60,78,87,85,58,13,3,37,68,46,18,90,59,37,21,21,37,77,11,56
80,47,64,26,37,88,42,13,90,21,77,40,93,49,18,14,69,45,6,45,84,63,4,16,79,23,83,30,82,28,63,25,84,81,35,45,60,31,53,29,66,40,50,50,1,75,34,91,88,11,78,61,33,24,42,96,93,3,22,69,29,45,70,64,15
37,32,86,66,17,52,49,17,62,98,66,13,99,9,81,52,10,48,56,33,15,90,88,79,93,50,87,5,60,1,49,92,40,76,87,0,82,54,63,62,14,3,96,39,26,50,46,89,4,67,17,88,44,84,14,43,13,6,59,60,91,81,1,16,33
67,16,61,62,79,34,27,22,48,31,98,54,12,98,36,72,60,68,7,22,4,74,39,70,13,67,95,79,41,50,44,89,31,35,15,99,98,5,14,66,93,16,15,42,9,95,82,17,50,66,23,63,81,98,23,79,56,89,15,27,89,94,59,99,28
67,88,7,46,3,28,13,78,37,34,60,12,79,79,84,31,56,97,88,23,38,13,99,65,57,64,8,48,56,20,65,40,93,21,47,39,20,55,6,34,43,83,17,42,36,36,29,1,16,62,63,96,73,41,17,84,22,91,1,2,19,52,23,74,76
94,64,96,33,28,72,11,27,84,0,40,8,51,22,9,44,39,85,40,99,49,0,87,13,83,40,93,99,20,7,46,73,62,37,34,69,64,90,60,93,92,82,11,83,98,9,5,25,22,21,53,5,93,53,40,12,91,83,18,38,39,65,6,32,20
54,19,19,29,28,33,85,86,43,64,9,45,55,85,68,31,74,100,18,38,85,32,60,73,32,43,32,22,37,79,27,56,15,59,36,47,2,98,60,41,41,17,59,89,39,83,26,8,73,21,9,2,51,96,5,26,13,44,61,25,20,32,22,91,88
25,83,57,24,9,2,34,16,42,71,28,80,91,27,52,57,95,17,100,55,88,64,39,48,39,58,40,40,49,74,29,53,30,27,86,37,50,65,61,22,45,90,68,4,73,55,36,26,37,9,31,41,34,100,14,90,50,58,10,2,6,43,70,93,70
39,13,98,17,28,45,66,71,58,6,61,37,49,90,64,79,8,31,40,44,69,13,75,17,39,53,8,21,19,43,79,2,16,29,61,52,74,85,31,61,49,26,0,55,92,87,94,7,10,11,14,59,16,47,28,21,73,70,50,9,49,86,68,16,39
49,88,18,89,54,36,91,28,20,4,74,12,39,95,77,89,69,71,45,91,0,94,7,32,15,14,0,5,34,54,69,61,29,14,5,99,7,1,94,86,51,10,82,32,84,66,9,100,41,6,55,77,13,65,88,12,95,22,27,18,93,60,47,81,23
100,6,61,76,24,16,68,93,62,49,55,32,36,100,74,86,61,96,28,47,38,7,32,87,8,82,26,59,51,13,17,93,77,74,20,27,100,11,29,70,69,78,42,32,81,55,41,88,19,83,99,20,77,52,65,16,35,6,96,54,14,67,26,96,40
9,89,73,8,25,93,87,47,64,89,15,44,23,56,37,9,27,46,29,35,97,5,23,35,87,65,91,28,56,25,58,11,43,3,70,57,41,30,96,81,38,69,82,74,20,77,22,13,66,57,12,25,94,74,96,93,65,2,39,56,5,19,6,85,61
69,70,31,56,91,97,72,4,7,71,82,25,65,58,96,54,52,33,53,5,5,32,78,65,4,76,88,6,0,38,23,81,50,24,27,89,26,32,3,97,39,84,1,10,12,0,8,21,77,33,28,5,33,67,93,51,24,39,27,4,29,37,41,82,33
66,28,7,77,16,48,36,99,1,77,16,83,8,92,86,7,18,38,100,13,26,73,100,30,38,47,8,43,29,57,0,28,86,19,65,34,82,65,51,2,90,92,64,8,62,73,99,9,57,20,67,94,62,63,65,36,80,85,72,95,66,76,53,40,23
47,73,55,4,63,76,63,74,47,91,10,67,48,3,59,16,30,78,48,61,80,21,33,31,61,59,90,29,25,80,52,26,42,39,17,89,80,5,37,69,3,60,57,35,52,44,46,49,91,22,82,50,29,77,71,62,12,12,88,23,41,100,80,28,76
87,45,15,47,91,37,49,55,97,15,76,38,77,18,59,64,75,26,97,21,76,79,54,37,18,84,33,45,83,79,51,22,46,93,25,77,100,72,65,24,91,25,67,95,41,14,69,24,29,62,43,84,33,62,28,73,45,100,78,32,30,45,53,35,12
61,19,27,99,59,21,17,27,61,49,100,94,29,3,78,67,79,24,51,52,18,68,63,48,7,10,89,48,79,31,68,66,91,92,6,39,70,71,15,100,44,0,100,29,71,29,16,77,92,32,51,60,18,53,35,47,31,61,97,90,14,43,10,26,22
88,7,63,81,36,55,79,27,83,100,89,2,2,74,6,22,42,24,91,30,36,54,31,39,50,91,22,66,17,6,19,74,77,81,58,60,65,57,62,80,92,56,10,47,37,10,89,24,94,45,70,70,32,24,45,16,18,57,25,79,85,38,68,86,81
50,45,35,94,47,75,50,58,41,2,6,12,19,25,19,79,89,56,85,7,50,30,28,78,28,53,58,69,22,89,95,81,88,0,73,24,63,56,24,31,90,78,76,88,91,59,5,93,46,92,93,47,46,77,12,0,55,44,32,66,76,51,31,23,66
82,9,34,8,69,71,12,4,96,30,87,68,95,72,75,62,59,11,0,78,63,71,77,2,34,61,31,41,45,54,91,44,99,52,39,6,29,11,62,71,72,85,97,60,52,17,20,89,18,90,80,95,75,5,73,53,51,7,29,65,16,91,55,29,14
21,15,16,29,2,92,85,52,75,88,38,75,48,32,49,84,27,60,36,24,48,97,62,76,56,98,85,53,35,9,9,79,52,85,1,35,2,29,51,83,4,1,66,15,93,30,28,37,84,77,85,43,77,16,59,40,81,100,66,60,73,83,26,55,77
27,31,17,42,58,61,84,54,31,72,41,100,59,19,28,69,35,1,77,7,28,41,76,53,21,74,97,45,68,83,23,46,81,65,0,60,78,86,5,43,89,19,7,93,3,63,81,76,33,94,44,94,55,93,82,94,50,18,21,82,72,42,11,75,76
44,17,18,18,17,100,69,90,80,92,66,43,75,92,65,29,37,37,57,86,45,53,73,27,6,52,81,45,48,2,11,82,5,16,57,3,31,6,65,79,66,78,42,30,2,10,72,34,5,45,77,51,70,32,83,12,48,23,40,33,60,58,74,93,5
